Year,name,team,position,games_played,minutes,adjusted_plus_minus_per_48,wins_produced_per_48,wins_produced,points_over_par_per_48,points_per_48,rebounds_per_48,assists_per_48
1978,Moses Malone,HOU,5.0,82,3390,0.473,0.314,22.2,6.7,28.8,20.4,2.1
1978,Artis Gilmore,CHI,5.0,82,3265,0.387,0.228,15.5,4.0,28.5,15.3,4.0
1978,George Johnson,"MIL, BRK",4.6,145,3215,0.295,0.136,9.1,1.2,13.9,14.6,2.5
1978,M.L. Carr,DET,3.0,80,3207,0.254,0.211,14.1,3.5,22.4,8.8,3.9
1978,Kareem Abdul-Jabbar,LAL,5.0,80,3157,0.468,0.309,20.3,6.5,28.9,15.6,6.6
1978,Norm Nixon,LAL,1.0,82,3145,0.28,0.238,15.6,4.3,21.4,3.5,11.2
1978,Randy Smith,LAC,1.9,82,3111,0.124,0.081,5.3,-0.5,25.9,4.6,6.1
1978,Elvin Hayes,WAS,4.0,82,3105,0.259,0.1,6.4,0.0,27.7,15.4,2.2
1978,John Lucas,GSW,1.0,82,3095,0.23,0.188,12.1,2.8,20.5,3.8,11.8
1978,Kevin Porter,DET,1.0,82,3064,0.272,0.23,14.7,4.1,19.7,3.3,17.2
1978,Johnny Davis,IND,1.0,79,2971,0.118,0.076,4.7,-0.7,23.3,3.1,7.3
1978,Cedric Maxwell,BOS,3.8,80,2969,0.425,0.289,17.9,5.9,24.5,12.8,3.7
1978,Jack Sikma,OKC,5.0,82,2958,0.313,0.154,9.5,1.7,20.8,16.4,4.2
1978,World B. Free,LAC,1.0,78,2954,0.146,0.103,6.4,0.1,36.5,4.9,5.5
1978,Larry Kenon,SAS,3.3,81,2947,0.279,0.204,12.5,3.3,29.2,12.9,5.5
1978,Calvin Murphy,HOU,1.5,82,2941,0.079,0.036,2.2,-2.0,27.1,2.8,5.7
1978,Jamaal Wilkes,LAL,3.0,82,2915,0.174,0.131,7.9,1.0,25.1,10.0,3.7
1978,Sonny Parker,GSW,3.0,79,2893,0.239,0.196,11.8,3.0,19.9,7.4,4.8
