Year,name,team,position,games_played,minutes,adjusted_plus_minus_per_48,wins_produced_per_48,wins_produced,points_over_par_per_48,points_per_48,rebounds_per_48,assists_per_48
2020,Julius Randle,NYK,4.4,71,2667,0.336,0.096,5.4,-0.1,30.8,13.0,7.7
2020,RJ Barrett,NYK,2.5,72,2511,0.204,0.069,3.6,-0.9,24.2,7.9,4.1
2020,Nikola Jokic,DEN,5.0,72,2488,0.627,0.308,16.0,6.5,36.6,15.1,11.6
2020,Buddy Hield,SAC,2.7,71,2433,0.182,0.044,2.2,-1.7,23.2,6.6,5.1
2020,Damian Lillard,POR,1.0,67,2398,0.387,0.236,11.8,4.3,38.6,5.7,10.1
2020,Terry Rozier,CHA,1.9,69,2383,0.253,0.123,6.1,0.7,28.3,6.1,5.9
2020,Russell Westbrook,WAS,1.5,65,2369,0.349,0.212,10.5,3.5,29.3,15.2,15.5
2020,Andrew Wiggins,GSW,3.8,71,2364,0.233,0.05,2.5,-1.5,26.8,7.1,3.4
2020,Nikola Vucevic,"ORL, CHI",5.0,70,2348,0.401,0.082,4.0,-0.5,33.5,16.7,5.5
2020,Mikal Bridges,PHO,3.1,72,2348,0.386,0.237,11.6,4.3,19.8,6.3,3.1
2020,Anthony Edwards,MIN,2.9,72,2314,0.114,-0.029,-1.4,-4.0,28.9,7.0,4.4
2020,Jayson Tatum,BOS,3.4,64,2290,0.292,0.129,6.1,0.9,35.5,9.9,5.8
2020,Devin Booker,PHO,2.1,67,2270,0.177,0.049,2.3,-1.5,36.2,5.9,6.1
2020,Khris Middleton,MIL,3.3,68,2269,0.286,0.128,6.0,0.9,29.3,8.6,7.8
2020,Luka Doncic,DAL,1.6,66,2262,0.376,0.24,11.3,4.4,38.8,11.2,12.0
2020,Duncan Robinson,MIA,3.7,72,2262,0.215,0.038,1.8,-1.9,20.0,5.3,2.7
2020,Robert Covington,POR,4.2,70,2243,0.3,0.081,3.8,-0.5,12.7,10.0,2.5
2020,Royce O'Neale,UTH,2.6,71,2241,0.338,0.201,9.4,3.2,10.6,10.4,3.9
2020,Domantas Sabonis,IND,4.5,62,2232,0.445,0.19,8.8,2.8,27.1,16.0,8.9
2020,Bojan Bogdanovic,UTH,3.2,72,2216,0.207,0.054,2.5,-1.4,26.5,6.1,2.9
2020,Norman Powell,"TOR, POR",2.6,69,2205,0.241,0.105,4.8,0.2,27.9,4.7,2.8
2020,Chris Paul,PHO,1.0,70,2199,0.423,0.272,12.5,5.4,25.1,6.8,13.6
2020,Rudy Gobert,UTH,5.0,71,2187,0.663,0.344,15.7,7.6,22.3,21.1,2.0
2020,Justin Holiday,IND,2.7,72,2183,0.224,0.083,3.8,-0.5,16.6,5.6,2.6
2020,Isaac Okoro,CLE,2.4,67,2173,0.124,-0.011,-0.5,-3.4,14.3,4.6,2.8
2020,Coby White,CHI,1.0,69,2156,0.154,0.003,0.1,-3.0,23.2,6.3,7.3
2020,Stephen Curry,GSW,1.0,63,2152,0.429,0.278,12.4,5.6,44.9,7.7,8.1
2020,Bradley Beal,WAS,2.2,60,2147,0.253,0.123,5.5,0.7,42.0,6.3,5.9
2020,Bam Adebayo,MIA,4.8,64,2143,0.482,0.187,8.4,2.8,26.8,12.8,7.8
2020,Joe Harris,BRK,3.3,69,2141,0.281,0.122,5.4,0.7,21.8,5.6,2.9
2020,Dejounte Murray,SAS,1.3,67,2139,0.287,0.144,6.4,1.4,23.6,10.6,8.1
2020,Kevin Huerter,ATL,2.3,69,2126,0.215,0.084,3.7,-0.5,18.6,5.2,5.4
2020,Trae Young,ATL,1.1,63,2125,0.308,0.16,7.1,1.9,36.0,5.5,13.4
2020,Collin Sexton,CLE,1.6,60,2115,0.168,0.031,1.4,-2.1,33.1,4.2,5.9
2020,Deandre Ayton,PHO,5.0,69,2115,0.5,0.181,8.0,2.5,22.6,16.5,2.2
2020,Eric Bledsoe,NOR,1.6,71,2111,0.174,0.038,1.7,-1.9,19.8,5.5,6.1
2020,Harrison Barnes,SAC,3.8,58,2102,0.317,0.134,5.9,1.1,21.3,8.8,4.6
2020,Brandon Ingram,NOR,3.3,61,2093,0.232,0.074,3.2,-0.8,33.3,6.9,6.8
2020,DeMar DeRozan,SAS,3.7,61,2056,0.346,0.169,7.2,2.2,30.7,6.0,9.8
2020,Ja Morant,MEM,1.0,63,2053,0.218,0.067,2.9,-1.0,28.2,5.9,10.9
2020,Jae'Sean Tate,HOU,3.3,70,2043,0.293,0.136,5.8,1.1,18.7,8.8,4.2
