Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
2021,PHO,Booker,65%,24.6,17.2,+7.4,+7.1,+3.6,+3.5,+6.1
2021,PHO,Paul,63%,27.1,19.7,+7.3,+6.9,+4.1,+2.8,+5.8
2021,PHO,Bridges,67%,20.4,13.8,+6.6,+7.0,+3.5,+3.6,+5.6
2021,PHO,Payne,31%,22.2,18.2,+4.0,+8.0,+4.9,+3.2,+3.7
2021,PHO,Saric,25%,18.3,20.3,-1.9,+12.3,+3.7,+8.6,+1.6
2021,PHO,Nader,10%,17.2,14.3,+2.9,+3.9,+6.1,-2.2,+1.2
2021,PHO,Ayton,61%,25.4,25.1,+0.3,+6.3,+5.2,+1.1,+0.6
2021,PHO,Galloway,12%,15.4,16.1,-0.6,+3.8,+6.2,-2.3,-1.2
2021,PHO,Crowder,47%,15.2,18.1,-3.0,+6.5,+5.3,+1.1,-1.6
2021,PHO,Carter,20%,15.5,16.1,-0.6,+2.2,+6.8,-4.6,-2.0
2021,PHO,C.Johnson,41%,13.5,16.9,-3.4,+5.8,+5.9,-0.1,-2.3
2021,PHO,Moore,11%,13.1,14.5,-1.4,+0.9,+6.5,-5.6,-2.8
2021,PHO,Craig,17%,19.6,18.8,+0.7,-3.1,+7.7,-10.8,-3.1
2021,PHO,Kaminsky,20%,20.3,25.7,-5.4,+4.0,+6.3,-2.4,-4.4
2021,PHO,Alexander,1%,6.2,9.9,-3.7,-8.7,+6.1,-14.8,-7.4
2021,PHO,Smith,4%,11.0,20.3,-9.3,-5.1,+6.4,-11.5,-10.0
2021,PHO,Jones,3%,8.2,27.6,-19.4,-18.9,+6.5,-25.4,-21.4
