Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
0910,POR,Randolph,0%,18.0,-11.6,+29.7,+7.7,+3.3,+4.5,+19.6
0910,POR,Oden,13%,25.9,12.5,+13.3,+7.5,+2.7,+4.8,+9.9
0910,POR,Roy,61%,23.9,14.5,+9.4,+4.9,+0.7,+4.3,+7.4
0910,POR,Batum,23%,19.4,12.5,+6.9,+6.7,+2.2,+4.5,+6.0
0910,POR,Camby,18%,19.2,15.9,+3.4,+11.2,+1.5,+9.6,+5.9
0910,POR,Miller,63%,20.4,15.8,+4.6,+5.8,-0.9,+6.7,+5.4
0910,POR,Outlaw,6%,16.7,12.1,+4.6,+8.1,+3.0,+5.1,+4.8
0910,POR,Aldridge,74%,20.6,18.3,+2.3,+4.1,+1.0,+3.1,+2.6
0910,POR,Fernandez,36%,14.8,12.1,+2.6,+1.2,+4.4,-3.2,+0.3
0910,POR,Webster,50%,14.3,15.6,-1.4,+2.7,+3.9,-1.2,-1.3
0910,POR,Cunningham,18%,16.3,18.8,-2.5,+3.2,+3.3,-0.1,-1.5
0910,POR,Blake,35%,12.7,17.0,-4.3,+3.1,+3.4,-0.3,-2.7
0910,POR,Bayless,33%,16.2,17.4,-1.2,-0.2,+5.0,-5.2,-2.8
0910,POR,Przybilla,17%,12.8,18.1,-5.3,+2.8,+3.4,-0.6,-3.4
0910,POR,Howard,41%,11.3,19.6,-8.3,-2.1,+7.1,-9.2,-8.6
0910,POR,Pendergraph,10%,13.7,22.9,-9.2,-7.0,+4.4,-11.4,-10.1
0910,POR,Diener,1%,8.3,24.2,-15.8,-38.7,+3.6,-42.3,-26.4
0910,POR,Mills,1%,13.5,52.4,-38.9,-19.0,+3.5,-22.5,-32.3
0910,POR,Tolliver,0%,-11.0,29.8,-40.9,-88.6,+3.4,-92.0,-61.3
