Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1112,UTA,Jefferson,64%,23.1,16.7,+6.5,+3.6,-4.8,+8.4,+7.1
1112,UTA,Millsap,65%,22.3,17.4,+4.9,+4.5,-6.5,+11.0,+6.9
1112,UTA,Hayward,62%,15.6,10.1,+5.5,+1.2,-0.4,+1.7,+4.2
1112,UTA,Favors,43%,17.5,15.0,+2.5,-0.7,+1.6,-2.3,+0.9
1112,UTA,Harris,54%,16.0,16.9,-0.9,+2.6,-1.7,+4.4,+0.8
1112,UTA,Evans,7%,20.7,13.6,+7.1,-12.4,+1.5,-13.9,+0.1
1112,UTA,Burks,29%,13.7,14.0,-0.3,-1.3,+1.4,-2.7,-1.1
1112,UTA,Miles,35%,11.9,13.9,-2.0,+0.9,+0.5,+0.4,-1.2
1112,UTA,Howard,31%,10.2,16.0,-5.9,-0.7,+1.2,-1.9,-4.5
1112,UTA,Bell,25%,8.2,14.1,-5.9,-0.9,+1.1,-2.0,-4.6
1112,UTA,Kanter,27%,14.9,16.9,-2.0,-7.1,+3.5,-10.6,-4.9
1112,UTA,Watson,32%,9.5,17.1,-7.6,-0.1,+1.0,-1.1,-5.4
1112,UTA,Carroll,10%,9.9,18.4,-8.5,-1.5,+0.8,-2.3,-6.4
1112,UTA,Tinsley,16%,10.6,21.0,-10.4,-2.7,+1.2,-3.9,-8.2
1112,UTA,Ahearn,1%,-9.5,35.0,-44.4,-18.9,+0.8,-19.7,-36.2
