Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
2122,UTA,Gobert,54%,31.3,19.3,+12.0,+9.6,+2.1,+7.5,+10.5
2122,UTA,Clarkson,54%,18.8,14.1,+4.7,+8.7,+3.1,+5.7,+5.0
2122,UTA,Mitchell,57%,27.3,19.7,+7.6,+6.0,+6.4,-0.4,+5.0
2122,UTA,Whiteside,29%,28.4,24.0,+4.4,+9.7,+4.7,+5.0,+4.6
2122,UTA,Conley,52%,21.7,18.2,+3.5,+8.3,+3.8,+4.4,+3.8
2122,UTA,HouseJr.,13%,15.6,13.9,+1.7,+8.2,+5.9,+2.4,+2.0
2122,UTA,Bogdanovic,54%,19.9,17.1,+2.8,+5.0,+7.5,-2.5,+1.1
2122,UTA,Hernangomez,8%,18.3,18.4,-0.1,+5.8,+6.2,-0.4,-0.2
2122,UTA,Gay,26%,16.5,18.9,-2.4,+8.7,+5.3,+3.4,-0.5
2122,UTA,Ingles,28%,12.8,16.3,-3.5,+8.1,+5.4,+2.7,-1.4
2122,UTA,Alexander-Walker,4%,13.3,16.1,-2.8,+5.0,+6.2,-1.2,-2.3
2122,UTA,Azubuike,5%,22.3,23.7,-1.3,+1.0,+6.4,-5.4,-2.7
2122,UTA,Forrest,19%,13.8,17.5,-3.7,+5.0,+6.4,-1.4,-2.9
2122,UTA,O'Neale,61%,13.0,16.5,-3.4,+4.7,+8.4,-3.6,-3.5
2122,UTA,Butler,9%,15.5,18.7,-3.2,-1.5,+6.9,-8.4,-4.9
2122,UTA,Paschall,19%,17.6,23.8,-6.2,-1.9,+8.0,-9.9,-7.4
2122,UTA,Sneed,1%,3.4,21.3,-17.9,+0.0,+6.2,-6.2,-14.0
2122,UTA,Monroe,1%,33.9,45.7,-11.8,-13.7,+6.3,-19.9,-14.5
2122,UTA,Fitts,1%,-1.0,7.8,-8.8,-42.7,+6.6,-49.2,-15.9
2122,UTA,Pelle,0%,14.9,26.8,-11.9,-48.7,+6.4,-55.1,-18.0
2122,UTA,Hughes,3%,13.7,25.9,-12.2,-31.3,+7.2,-38.5,-18.1
2122,UTA,Valentine,0%,5.8,39.4,-33.6,-5.4,+6.2,-11.6,-26.3
2122,UTA,Oni,1%,0.8,36.5,-35.7,-37.5,+6.6,-44.1,-33.8
2122,UTA,Cheatham,0%,-29.3,37.0,-66.3,-126.5,+6.3,-132.8,-54.2
