Year,Team,Player,Min,Own,Opp,Production_Net,On,Off,Net,Rating
1011,POR,Aldridge,81%,22.8,15.6,+7.2,+4.2,-10.2,+14.4,+9.6
1011,POR,Miller,67%,18.9,14.8,+4.1,+4.7,-4.8,+9.5,+5.9
1011,POR,Wallace,21%,20.4,15.6,+4.8,+7.5,-0.0,+7.5,+5.7
1011,POR,Roy,33%,14.4,12.0,+2.4,+3.0,+0.8,+2.2,+2.3
1011,POR,Matthews,70%,16.4,16.8,-0.5,+2.7,-1.2,+3.9,+1.0
1011,POR,Camby,39%,16.2,14.6,+1.7,+0.9,+1.9,-1.0,+0.8
1011,POR,Fernandez,46%,14.1,15.4,-1.4,+2.3,+0.9,+1.4,-0.4
1011,POR,Batum,64%,15.7,16.8,-1.1,+1.0,+2.5,-1.5,-1.2
1011,POR,Mills,20%,13.3,12.9,+0.3,-6.1,+3.4,-9.5,-2.9
1011,POR,Johnson,7%,9.2,10.9,-1.7,-5.7,+2.1,-7.8,-3.7
1011,POR,Cunningham,28%,10.0,18.4,-8.4,-3.1,+3.3,-6.4,-7.7
1011,POR,Przybilla,11%,8.1,20.9,-12.8,-4.5,+2.3,-6.8,-10.8
1011,POR,Babbitt,3%,0.3,10.3,-10.0,-11.2,+2.0,-13.2,-11.1
1011,POR,C.Johnson,2%,11.7,26.8,-15.1,-19.2,+2.0,-21.2,-17.1
1011,POR,Barron,1%,3.7,10.8,-7.1,-42.6,+1.9,-44.6,-19.6
1011,POR,Oberto,1%,0.8,20.1,-19.3,-21.5,+1.8,-23.3,-20.6
1011,POR,Marks,5%,5.1,26.9,-21.8,-16.3,+2.5,-18.8,-20.8
1011,POR,Collins,1%,-1.0,44.7,-45.7,-7.7,+1.6,-9.3,-33.6
